hour,lat,lon,elevation,slope,predicted_wind_speed,grid_proximity,road_distance,residential_distance,heritage_distance,geology_distance,water_distance,cost
19,32.517097708785435,35.370043267735255,269.7,9,7.25,0.32,570.6,210.9,432.2,249.4,909.8,1282.2
20,32.517097708785435,35.370043267735255,269.7,9,8.16,0.32,570.6,210.9,432.2,249.4,909.8,1282.2
21,32.517097708785435,35.370043267735255,269.7,9,5.88,0.32,570.6,210.9,432.2,249.4,909.8,1282.2
22,32.517097708785435,35.370043267735255,269.7,9,6.96,0.32,570.6,210.9,432.2,249.4,909.8,1282.2
23,32.517097708785435,35.370043267735255,269.7,9,7.1,0.32,570.6,210.9,432.2,249.4,909.8,1282.2
0,32.53338632691613,35.36426975419484,306.7,11.5,8.33,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
1,32.53338632691613,35.36426975419484,306.7,11.5,6.46,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
2,32.53338632691613,35.36426975419484,306.7,11.5,6.87,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
3,32.53338632691613,35.36426975419484,306.7,11.5,7.23,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
4,32.53338632691613,35.36426975419484,306.7,11.5,10.8,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
5,32.53338632691613,35.36426975419484,306.7,11.5,9.93,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
6,32.53338632691613,35.36426975419484,306.7,11.5,8.93,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
7,32.53338632691613,35.36426975419484,306.7,11.5,11.01,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
8,32.53338632691613,35.36426975419484,306.7,11.5,8.88,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
9,32.53338632691613,35.36426975419484,306.7,11.5,7.54,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
10,32.53338632691613,35.36426975419484,306.7,11.5,9.16,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
11,32.53338632691613,35.36426975419484,306.7,11.5,9.4,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
12,32.53338632691613,35.36426975419484,306.7,11.5,8.93,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
13,32.53338632691613,35.36426975419484,306.7,11.5,6.96,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
14,32.53338632691613,35.36426975419484,306.7,11.5,6.43,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
15,32.53338632691613,35.36426975419484,306.7,11.5,4.87,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
16,32.53338632691613,35.36426975419484,306.7,11.5,7.02,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
17,32.53338632691613,35.36426975419484,306.7,11.5,6.71,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
18,32.53338632691613,35.36426975419484,306.7,11.5,6.44,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
19,32.53338632691613,35.36426975419484,306.7,11.5,6.31,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
20,32.53338632691613,35.36426975419484,306.7,11.5,4,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
21,32.53338632691613,35.36426975419484,306.7,11.5,7.83,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
22,32.53338632691613,35.36426975419484,306.7,11.5,5.23,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
23,32.53338632691613,35.36426975419484,306.7,11.5,7.29,0.76,697,1098.5,1062.5,1021.7,963.2,1411.4
0,32.483438171446515,35.41594391273551,371.9,3.4,9.12,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
1,32.483438171446515,35.41594391273551,371.9,3.4,9.33,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
2,32.483438171446515,35.41594391273551,371.9,3.4,7.2,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
3,32.483438171446515,35.41594391273551,371.9,3.4,8.77,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
4,32.483438171446515,35.41594391273551,371.9,3.4,7.36,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
5,32.483438171446515,35.41594391273551,371.9,3.4,11.52,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
6,32.483438171446515,35.41594391273551,371.9,3.4,10.62,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
7,32.483438171446515,35.41594391273551,371.9,3.4,11.72,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
8,32.483438171446515,35.41594391273551,371.9,3.4,12,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
9,32.483438171446515,35.41594391273551,371.9,3.4,8.47,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
10,32.483438171446515,35.41594391273551,371.9,3.4,9.88,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
11,32.483438171446515,35.41594391273551,371.9,3.4,8.92,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
12,32.483438171446515,35.41594391273551,371.9,3.4,7.42,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
13,32.483438171446515,35.41594391273551,371.9,3.4,7.56,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
14,32.483438171446515,35.41594391273551,371.9,3.4,8.63,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
15,32.483438171446515,35.41594391273551,371.9,3.4,4.31,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
16,32.483438171446515,35.41594391273551,371.9,3.4,4.56,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
17,32.483438171446515,35.41594391273551,371.9,3.4,5.01,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
18,32.483438171446515,35.41594391273551,371.9,3.4,5.31,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
19,32.483438171446515,35.41594391273551,371.9,3.4,4,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
20,32.483438171446515,35.41594391273551,371.9,3.4,5.17,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
21,32.483438171446515,35.41594391273551,371.9,3.4,7.66,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
22,32.483438171446515,35.41594391273551,371.9,3.4,5.99,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
23,32.483438171446515,35.41594391273551,371.9,3.4,6.48,0.13,533.4,733.1,1034.1,437.3,537.8,998.3
0,32.48250287942568,35.43559785076736,294.6,4.4,6.58,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
1,32.48250287942568,35.43559785076736,294.6,4.4,7.05,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
2,32.48250287942568,35.43559785076736,294.6,4.4,8.33,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
3,32.48250287942568,35.43559785076736,294.6,4.4,11.05,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
4,32.48250287942568,35.43559785076736,294.6,4.4,9.39,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
5,32.48250287942568,35.43559785076736,294.6,4.4,11.59,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
6,32.48250287942568,35.43559785076736,294.6,4.4,10.76,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
7,32.48250287942568,35.43559785076736,294.6,4.4,8.54,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
8,32.48250287942568,35.43559785076736,294.6,4.4,9.19,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
9,32.48250287942568,35.43559785076736,294.6,4.4,8.63,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
10,32.48250287942568,35.43559785076736,294.6,4.4,6.95,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
11,32.48250287942568,35.43559785076736,294.6,4.4,6.84,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
12,32.48250287942568,35.43559785076736,294.6,4.4,6.85,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
13,32.48250287942568,35.43559785076736,294.6,4.4,7.1,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
14,32.48250287942568,35.43559785076736,294.6,4.4,4.1,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
15,32.48250287942568,35.43559785076736,294.6,4.4,6.45,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
16,32.48250287942568,35.43559785076736,294.6,4.4,5.6,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
17,32.48250287942568,35.43559785076736,294.6,4.4,6.07,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
18,32.48250287942568,35.43559785076736,294.6,4.4,4.62,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
19,32.48250287942568,35.43559785076736,294.6,4.4,5.95,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
20,32.48250287942568,35.43559785076736,294.6,4.4,4.22,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
21,32.48250287942568,35.43559785076736,294.6,4.4,4,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
22,32.48250287942568,35.43559785076736,294.6,4.4,8.15,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
23,32.48250287942568,35.43559785076736,294.6,4.4,8.95,0.4,562.1,805.7,1400.2,598.8,745.6,1194.3
0,32.507245780665734,35.39834513677254,320,0.1,8.36,0.39,617.2,114.5,414,684.1,739.2,921
1,32.507245780665734,35.39834513677254,320,0.1,5.03,0.39,617.2,114.5,414,684.1,739.2,921
2,32.507245780665734,35.39834513677254,320,0.1,7.1,0.39,617.2,114.5,414,684.1,739.2,921
3,32.507245780665734,35.39834513677254,320,0.1,7.11,0.39,617.2,114.5,414,684.1,739.2,921
4,32.507245780665734,35.39834513677254,320,0.1,7.34,0.39,617.2,114.5,414,684.1,739.2,921
5,32.507245780665734,35.39834513677254,320,0.1,9.39,0.39,617.2,114.5,414,684.1,739.2,921
6,32.507245780665734,35.39834513677254,320,0.1,7.9,0.39,617.2,114.5,414,684.1,739.2,921
7,32.507245780665734,35.39834513677254,320,0.1,7.96,0.39,617.2,114.5,414,684.1,739.2,921
8,32.507245780665734,35.39834513677254,320,0.1,12,0.39,617.2,114.5,414,684.1,739.2,921
9,32.507245780665734,35.39834513677254,320,0.1,9.55,0.39,617.2,114.5,414,684.1,739.2,921
10,32.507245780665734,35.39834513677254,320,0.1,10.74,0.39,617.2,114.5,414,684.1,739.2,921
11,32.507245780665734,35.39834513677254,320,0.1,8.85,0.39,617.2,114.5,414,684.1,739.2,921
12,32.507245780665734,35.39834513677254,320,0.1,7.88,0.39,617.2,114.5,414,684.1,739.2,921
13,32.507245780665734,35.39834513677254,320,0.1,5.86,0.39,617.2,114.5,414,684.1,739.2,921
14,32.507245780665734,35.39834513677254,320,0.1,8.42,0.39,617.2,114.5,414,684.1,739.2,921
15,32.507245780665734,35.39834513677254,320,0.1,6.46,0.39,617.2,114.5,414,684.1,739.2,921
16,32.507245780665734,35.39834513677254,320,0.1,4.4,0.39,617.2,114.5,414,684.1,739.2,921
17,32.507245780665734,35.39834513677254,320,0.1,4.27,0.39,617.2,114.5,414,684.1,739.2,921
18,32.507245780665734,35.39834513677254,320,0.1,7.35,0.39,617.2,114.5,414,684.1,739.2,921
19,32.507245780665734,35.39834513677254,320,0.1,5.68,0.39,617.2,114.5,414,684.1,739.2,921
20,32.507245780665734,35.39834513677254,320,0.1,4.47,0.39,617.2,114.5,414,684.1,739.2,921
21,32.507245780665734,35.39834513677254,320,0.1,4.58,0.39,617.2,114.5,414,684.1,739.2,921
22,32.507245780665734,35.39834513677254,320,0.1,8.4,0.39,617.2,114.5,414,684.1,739.2,921
23,32.507245780665734,35.39834513677254,320,0.1,5.99,0.39,617.2,114.5,414,684.1,739.2,921
0,32.479387007214264,35.40939493372558,492.1,15.4,7.38,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
1,32.479387007214264,35.40939493372558,492.1,15.4,8.6,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
2,32.479387007214264,35.40939493372558,492.1,15.4,8.66,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
3,32.479387007214264,35.40939493372558,492.1,15.4,9.85,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
4,32.479387007214264,35.40939493372558,492.1,15.4,9.22,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
5,32.479387007214264,35.40939493372558,492.1,15.4,8.41,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
6,32.479387007214264,35.40939493372558,492.1,15.4,9.84,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
7,32.479387007214264,35.40939493372558,492.1,15.4,8.38,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
8,32.479387007214264,35.40939493372558,492.1,15.4,9.04,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
9,32.479387007214264,35.40939493372558,492.1,15.4,8.05,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
10,32.479387007214264,35.40939493372558,492.1,15.4,8.25,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
11,32.479387007214264,35.40939493372558,492.1,15.4,6.25,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
12,32.479387007214264,35.40939493372558,492.1,15.4,7.45,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
13,32.479387007214264,35.40939493372558,492.1,15.4,7.52,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
14,32.479387007214264,35.40939493372558,492.1,15.4,8.85,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
15,32.479387007214264,35.40939493372558,492.1,15.4,4.2,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
16,32.479387007214264,35.40939493372558,492.1,15.4,6.84,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
17,32.479387007214264,35.40939493372558,492.1,15.4,8.26,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
18,32.479387007214264,35.40939493372558,492.1,15.4,4,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
19,32.479387007214264,35.40939493372558,492.1,15.4,7.37,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
20,32.479387007214264,35.40939493372558,492.1,15.4,6.95,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
21,32.479387007214264,35.40939493372558,492.1,15.4,8.82,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
22,32.479387007214264,35.40939493372558,492.1,15.4,8.68,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
23,32.479387007214264,35.40939493372558,492.1,15.4,8.18,0.67,239.5,280.1,1361.8,1143.1,531.4,1433.4
0,32.51689901145603,35.40801256501139,461.4,13.9,5.13,0.3,730.9,176.2,294,1047.5,348.4,1353.4
1,32.51689901145603,35.40801256501139,461.4,13.9,7.51,0.3,730.9,176.2,294,1047.5,348.4,1353.4
2,32.51689901145603,35.40801256501139,461.4,13.9,6.38,0.3,730.9,176.2,294,1047.5,348.4,1353.4
3,32.51689901145603,35.40801256501139,461.4,13.9,8.71,0.3,730.9,176.2,294,1047.5,348.4,1353.4
4,32.51689901145603,35.40801256501139,461.4,13.9,11.76,0.3,730.9,176.2,294,1047.5,348.4,1353.4
5,32.51689901145603,35.40801256501139,461.4,13.9,10.71,0.3,730.9,176.2,294,1047.5,348.4,1353.4
6,32.51689901145603,35.40801256501139,461.4,13.9,9.88,0.3,730.9,176.2,294,1047.5,348.4,1353.4
7,32.51689901145603,35.40801256501139,461.4,13.9,8.86,0.3,730.9,176.2,294,1047.5,348.4,1353.4
8,32.51689901145603,35.40801256501139,461.4,13.9,8.52,0.3,730.9,176.2,294,1047.5,348.4,1353.4
9,32.51689901145603,35.40801256501139,461.4,13.9,8.95,0.3,730.9,176.2,294,1047.5,348.4,1353.4
10,32.51689901145603,35.40801256501139,461.4,13.9,8.02,0.3,730.9,176.2,294,1047.5,348.4,1353.4
11,32.51689901145603,35.40801256501139,461.4,13.9,6.94,0.3,730.9,176.2,294,1047.5,348.4,1353.4
12,32.51689901145603,35.40801256501139,461.4,13.9,8.92,0.3,730.9,176.2,294,1047.5,348.4,1353.4
13,32.51689901145603,35.40801256501139,461.4,13.9,7.26,0.3,730.9,176.2,294,1047.5,348.4,1353.4
14,32.51689901145603,35.40801256501139,461.4,13.9,5.05,0.3,730.9,176.2,294,1047.5,348.4,1353.4
15,32.51689901145603,35.40801256501139,461.4,13.9,6.75,0.3,730.9,176.2,294,1047.5,348.4,1353.4
16,32.51689901145603,35.40801256501139,461.4,13.9,6.95,0.3,730.9,176.2,294,1047.5,348.4,1353.4
17,32.51689901145603,35.40801256501139,461.4,13.9,6.14,0.3,730.9,176.2,294,1047.5,348.4,1353.4
18,32.51689901145603,35.40801256501139,461.4,13.9,7.3,0.3,730.9,176.2,294,1047.5,348.4,1353.4
19,32.51689901145603,35.40801256501139,461.4,13.9,8.26,0.3,730.9,176.2,294,1047.5,348.4,1353.4
20,32.51689901145603,35.40801256501139,461.4,13.9,5.62,0.3,730.9,176.2,294,1047.5,348.4,1353.4
21,32.51689901145603,35.40801256501139,461.4,13.9,7.08,0.3,730.9,176.2,294,1047.5,348.4,1353.4
22,32.51689901145603,35.40801256501139,461.4,13.9,10.11,0.3,730.9,176.2,294,1047.5,348.4,1353.4
23,32.51689901145603,35.40801256501139,461.4,13.9,9.7,0.3,730.9,176.2,294,1047.5,348.4,1353.4
0,32.52592619005571,35.36661273326729,461.3,19.6,7.27,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
1,32.52592619005571,35.36661273326729,461.3,19.6,9.16,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
2,32.52592619005571,35.36661273326729,461.3,19.6,6.5,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
3,32.52592619005571,35.36661273326729,461.3,19.6,9.35,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
4,32.52592619005571,35.36661273326729,461.3,19.6,7.96,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
5,32.52592619005571,35.36661273326729,461.3,19.6,7.88,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
6,32.52592619005571,35.36661273326729,461.3,19.6,9.35,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
7,32.52592619005571,35.36661273326729,461.3,19.6,9.88,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
8,32.52592619005571,35.36661273326729,461.3,19.6,10.51,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
9,32.52592619005571,35.36661273326729,461.3,19.6,9.12,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
10,32.52592619005571,35.36661273326729,461.3,19.6,7.4,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
11,32.52592619005571,35.36661273326729,461.3,19.6,7.52,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
12,32.52592619005571,35.36661273326729,461.3,19.6,5.31,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
13,32.52592619005571,35.36661273326729,461.3,19.6,7.17,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
14,32.52592619005571,35.36661273326729,461.3,19.6,6.73,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
15,32.52592619005571,35.36661273326729,461.3,19.6,6.22,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
16,32.52592619005571,35.36661273326729,461.3,19.6,6.35,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
17,32.52592619005571,35.36661273326729,461.3,19.6,7.9,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
18,32.52592619005571,35.36661273326729,461.3,19.6,4,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
19,32.52592619005571,35.36661273326729,461.3,19.6,4.86,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
20,32.52592619005571,35.36661273326729,461.3,19.6,8.74,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
21,32.52592619005571,35.36661273326729,461.3,19.6,6.97,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
22,32.52592619005571,35.36661273326729,461.3,19.6,5.71,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
23,32.52592619005571,35.36661273326729,461.3,19.6,6.76,0.24,548.6,1175.9,1198.8,229.1,750.8,934.7
0,32.50707103196051,35.392903964601956,386.5,14.1,8.79,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
1,32.50707103196051,35.392903964601956,386.5,14.1,8.85,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
2,32.50707103196051,35.392903964601956,386.5,14.1,10.19,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
3,32.50707103196051,35.392903964601956,386.5,14.1,7.57,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
4,32.50707103196051,35.392903964601956,386.5,14.1,9.37,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
5,32.50707103196051,35.392903964601956,386.5,14.1,10.49,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
6,32.50707103196051,35.392903964601956,386.5,14.1,9.93,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
7,32.50707103196051,35.392903964601956,386.5,14.1,9.03,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
8,32.50707103196051,35.392903964601956,386.5,14.1,9.57,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
9,32.50707103196051,35.392903964601956,386.5,14.1,7.31,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
10,32.50707103196051,35.392903964601956,386.5,14.1,6.9,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
11,32.50707103196051,35.392903964601956,386.5,14.1,8.34,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
12,32.50707103196051,35.392903964601956,386.5,14.1,4,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
13,32.50707103196051,35.392903964601956,386.5,14.1,8.78,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
14,32.50707103196051,35.392903964601956,386.5,14.1,5.5,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
15,32.50707103196051,35.392903964601956,386.5,14.1,8.05,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
16,32.50707103196051,35.392903964601956,386.5,14.1,4,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
17,32.50707103196051,35.392903964601956,386.5,14.1,4,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
18,32.50707103196051,35.392903964601956,386.5,14.1,7.06,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
19,32.50707103196051,35.392903964601956,386.5,14.1,4,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
20,32.50707103196051,35.392903964601956,386.5,14.1,5.19,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
21,32.50707103196051,35.392903964601956,386.5,14.1,6.53,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
22,32.50707103196051,35.392903964601956,386.5,14.1,5.67,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
23,32.50707103196051,35.392903964601956,386.5,14.1,6.56,0.33,101.4,645.5,722.7,1368.6,762.5,1132.7
0,32.47620351681042,35.41496454464968,487.4,7.8,8.18,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
1,32.47620351681042,35.41496454464968,487.4,7.8,7.31,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
2,32.47620351681042,35.41496454464968,487.4,7.8,8.04,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
3,32.47620351681042,35.41496454464968,487.4,7.8,6.76,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
4,32.47620351681042,35.41496454464968,487.4,7.8,9.72,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
5,32.47620351681042,35.41496454464968,487.4,7.8,11.1,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
6,32.47620351681042,35.41496454464968,487.4,7.8,9.38,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
7,32.47620351681042,35.41496454464968,487.4,7.8,8.91,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
8,32.47620351681042,35.41496454464968,487.4,7.8,11.66,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
9,32.47620351681042,35.41496454464968,487.4,7.8,10.33,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
10,32.47620351681042,35.41496454464968,487.4,7.8,9.76,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
11,32.47620351681042,35.41496454464968,487.4,7.8,5.76,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
12,32.47620351681042,35.41496454464968,487.4,7.8,6.61,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
13,32.47620351681042,35.41496454464968,487.4,7.8,8.3,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
14,32.47620351681042,35.41496454464968,487.4,7.8,6.23,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
15,32.47620351681042,35.41496454464968,487.4,7.8,6.5,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
16,32.47620351681042,35.41496454464968,487.4,7.8,6.78,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
17,32.47620351681042,35.41496454464968,487.4,7.8,6.4,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
18,32.47620351681042,35.41496454464968,487.4,7.8,7.49,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
19,32.47620351681042,35.41496454464968,487.4,7.8,4,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
20,32.47620351681042,35.41496454464968,487.4,7.8,4,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
21,32.47620351681042,35.41496454464968,487.4,7.8,7.58,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
22,32.47620351681042,35.41496454464968,487.4,7.8,7.14,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
23,32.47620351681042,35.41496454464968,487.4,7.8,6.6,0.45,252.9,429.5,181.7,1149.1,437.4,1162.6
0,32.522506115113735,35.41270597771346,406.6,6.5,8.06,0.61,289,476.6,1124,957.3,522.7,1019.5
1,32.522506115113735,35.41270597771346,406.6,6.5,6.5,0.61,289,476.6,1124,957.3,522.7,1019.5
2,32.522506115113735,35.41270597771346,406.6,6.5,9.31,0.61,289,476.6,1124,957.3,522.7,1019.5
3,32.522506115113735,35.41270597771346,406.6,6.5,9.81,0.61,289,476.6,1124,957.3,522.7,1019.5
4,32.522506115113735,35.41270597771346,406.6,6.5,9.74,0.61,289,476.6,1124,957.3,522.7,1019.5
5,32.522506115113735,35.41270597771346,406.6,6.5,11.89,0.61,289,476.6,1124,957.3,522.7,1019.5
6,32.522506115113735,35.41270597771346,406.6,6.5,10.79,0.61,289,476.6,1124,957.3,522.7,1019.5
7,32.522506115113735,35.41270597771346,406.6,6.5,9.79,0.61,289,476.6,1124,957.3,522.7,1019.5
8,32.522506115113735,35.41270597771346,406.6,6.5,8.97,0.61,289,476.6,1124,957.3,522.7,1019.5
9,32.522506115113735,35.41270597771346,406.6,6.5,8.72,0.61,289,476.6,1124,957.3,522.7,1019.5
10,32.522506115113735,35.41270597771346,406.6,6.5,8.81,0.61,289,476.6,1124,957.3,522.7,1019.5
11,32.522506115113735,35.41270597771346,406.6,6.5,5.79,0.61,289,476.6,1124,957.3,522.7,1019.5
12,32.522506115113735,35.41270597771346,406.6,6.5,8.01,0.61,289,476.6,1124,957.3,522.7,1019.5
13,32.522506115113735,35.41270597771346,406.6,6.5,8.48,0.61,289,476.6,1124,957.3,522.7,1019.5
14,32.522506115113735,35.41270597771346,406.6,6.5,6.86,0.61,289,476.6,1124,957.3,522.7,1019.5
15,32.522506115113735,35.41270597771346,406.6,6.5,5.22,0.61,289,476.6,1124,957.3,522.7,1019.5
16,32.522506115113735,35.41270597771346,406.6,6.5,4.04,0.61,289,476.6,1124,957.3,522.7,1019.5
